control_time_s,ros_time_s,mode,flight_phase,state_valid,derivatives_valid,state_age_s,battery_voltage_v,battery_voltage_mv,battery_state,battery_level_percent,battery_age_s,preflight_voltage_v,preflight_voltage_sample_count,preflight_voltage_ready,preflight_voltage_failed,thrust_raw_scale,position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,acceleration_x,acceleration_y,acceleration_z,body_rate_x,body_rate_y,body_rate_z,roll_rad,pitch_rad,yaw_rad,target_x,target_y,target_z,target_yaw_rad,target_jerk_x,target_jerk_y,target_jerk_z,position_error_x,position_error_y,position_error_z,velocity_error_x,velocity_error_y,velocity_error_z,desired_force_x,desired_force_y,desired_force_z,desired_roll_rad,desired_pitch_rad,desired_yaw_rad,attitude_error_x,attitude_error_y,attitude_error_z,computed_rate_x,computed_rate_y,computed_rate_z,omega_c_method,command_rate_x,command_rate_y,command_rate_z,command_thrust_newton,filtered_velocity_x,filtered_velocity_y,filtered_velocity_z,filtered_acceleration_x,filtered_acceleration_y,filtered_acceleration_z,filter_derivatives_valid,mocap_sample_age_s,ekf_position_x,ekf_position_y,ekf_position_z,ekf_velocity_x,ekf_velocity_y,ekf_velocity_z,ekf_acceleration_x,ekf_acceleration_y,ekf_acceleration_z,ekf_state_valid,ekf_state_age_s,ekf_kinematics_weight_effective,control_velocity_x,control_velocity_y,control_velocity_z,mixed_acceleration_x,mixed_acceleration_y,mixed_acceleration_z,control_acceleration_x,control_acceleration_y,control_acceleration_z,mission_time_s,vehicle_id,radio_uri,orbit_phase_rad,formation_state,global_abort_reason,position_integral_x,position_integral_y,position_integral_z,command_raw_thrust,command_raw_thrust_age_s,invalid_reason,ekf_position_error_m,ekf_position_consistent,ekf_kinematics_held,ekf_fault_age_s,ekf_status
0.10655786899951636,1788684862.0426562,control,waiting_for_ekf,1,1,0.009934269999575918,4.043401718139648,4043.0,0,90.0,0.07328156199946534,4.043401718139648,1,1,0,1.0387293404852194,0.4759708046913147,0.01676645502448082,0.04615645110607147,0.043746307492256165,0.09137741476297379,0.0007487756665796041,72.45166015625,147.75401306152344,-4.466629981994629,0.19834527373313904,-1.2707911729812622,0.5876657366752625,-0.03910847051677046,-0.020533333941984016,3.1250224559155804,0.4759708046913147,0.01676645502448082,0.04615645110607147,3.1250224559155804,0.0,0.0,0.0,0.0,0.0,0.0,0.03939310516289894,-0.007278701367750322,0.015724314499109646,0.0,0.0,0.0,-0.03910847051677046,-0.020533333941984016,3.1250224559155804,0.0,0.0,0.0,0.0,0.0,0.0,zero,0.0,0.0,0.0,0.0,0.03939310516289894,-0.007278701367750322,0.015724314499109646,-140.063228705527,100.28635469210722,-49.97106091828567,1,0.012743949890136719,0.0001525093539385125,-0.00018889916827902198,-1.8518039723858237e-05,0.007985502481460571,-0.009701828472316265,-0.0008176101837307215,0.0,0.0,0.0,0,0.07338663999962591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10655786899951636,2,radio://0/80/2M/E7E7E7E702,0.0,waiting_for_ekf,,0.0,0.0,0.0,0,0.0,,0.47835411777174414,0,0,0.0,stale_or_unready
0.10655786899951636,1788684862.0438342,control,waiting_for_ekf,1,1,-0.0014216979998309398,4.085630416870117,4085.0,0,90.0,0.039528759999484464,4.085630416870117,1,1,0,1.0279931299359912,-0.3977418541908264,0.3284483551979065,0.03979942575097084,0.14229422807693481,0.04422757029533386,0.0410260409116745,218.70504760742188,71.20477294921875,88.65323638916016,-0.623052179813385,0.4194531738758087,-0.14312081038951874,0.018740304813212105,-0.0023760323519921938,-0.5169568577390433,-0.3977418541908264,0.3284483551979065,0.03979942575097084,-0.5169568577390433,0.0,0.0,0.0,0.0,0.0,0.0,0.035864553962653214,0.04742585837156363,-0.011812549705173658,0.0,0.0,0.0,0.018740304813212105,-0.0023760323519921938,-0.5169568577390433,0.0,0.0,0.0,0.0,0.0,0.0,zero,0.0,0.0,0.0,0.0,0.035864553962653214,0.04742585837156363,-0.011812549705173658,1.8299658373458387,-0.04649826109694401,0.5419325831401808,1,0.0028076171875,0.00021431145432870835,0.00024584910715930164,-1.1138152331113815e-05,0.008523383177816868,0.009915098547935486,6.471356755355373e-05,0.0,0.0,0.0,0,0.03934515299988561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10655786899951636,4,radio://0/80/2M/E7E7E7E704,2.0943951023931953,waiting_for_ekf,,0.0,0.0,0.0,0,0.0,,0.5173691871164536,0,0,0.0,stale_or_unready
0.10655786899951636,1788684862.0449264,control,waiting_for_ekf,1,1,-0.0011861570001201471,4.101466178894043,4101.0,0,90.0,0.012052502999722492,4.101466178894043,1,1,0,1.0240240481837952,-0.4870816767215729,-0.5128951072692871,0.033346470445394516,0.000445295125246048,-0.049836352467536926,0.039138663560152054,3.476768970489502,-89.36846923828125,62.72604751586914,-2.2689855098724365,-2.232410430908203,-0.10435978323221207,-0.00038971518274929807,-0.032784143874928943,0.4977055756976562,-0.4870816767215729,-0.5128951072692871,0.033346470445394516,0.4977055756976562,0.0,0.0,0.0,0.0,0.0,0.0,0.01594416257375169,-0.005863462570995569,0.004178937587404346,0.0,0.0,0.0,-0.00038971518274929807,-0.032784143874928943,0.4977055756976562,0.0,0.0,0.0,0.0,0.0,0.0,zero,0.0,0.0,0.0,0.0,0.01594416257375169,-0.005863462570995569,0.004178937587404346,-0.21038637392202952,-0.7245890203020213,0.5713157672357629,1,0.003899812698364258,-0.48713839054107666,-0.5121344923973083,0.032971445471048355,-0.002438996220007539,-0.0025121194776147604,-0.0008171279914677143,0.0,0.0,0.0,0,0.011960740000176884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10655786899951636,5,radio://0/80/2M/E7E7E7E705,4.1887902047863905,waiting_for_ekf,,0.0,0.0,0.0,0,0.0,,0.000849938334340387,1,0,0.0,stale_or_unready
0.12080286899981729,1788684862.0547864,control,waiting_for_ekf,1,1,0.01335802900030103,4.043401718139648,4043.0,0,90.0,0.08752656199976627,4.043401718139648,1,1,0,1.0387293404852194,0.475957989692688,0.016740892082452774,0.04615945369005203,0.034766439348459244,0.07264192402362823,0.0006530520622618496,57.79973602294922,117.8660659790039,-3.575026512145996,0.15677902102470398,-1.003757119178772,0.4658190906047821,-0.039208500970367224,-0.01982774530413346,3.1247548684844673,0.475957989692688,0.016740892082452774,0.04615945369005203,3.1247548684844673,0.0,0.0,0.0,0.0,0.0,0.0,0.03139598627156062,0.010371637743695452,0.010470617475470503,0.0,0.0,0.0,-0.039208500970367224,-0.01982774530413346,3.1247548684844673,0.0,0.0,0.0,0.0,0.0,0.0,zero,0.0,0.0,0.0,0.0,0.03139598627156062,0.010371637743695452,0.010470617475470503,-0.7195303806425957,1.588066326372213,-0.47269456294994855,1,0.013759851455688477,0.0001525093539385125,-0.00018889916827902198,-1.8518039723858237e-05,0.007985502481460571,-0.009701828472316265,-0.0008176101837307215,0.0,0.0,0.0,0,0.08763163999992685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12080286899981729,2,radio://0/80/2M/E7E7E7E702,0.0,waiting_for_ekf,,0.0,0.0,0.0,0,0.0,,0.4783407551372321,0,0,0.014245000000300934,stale_or_unready
0.12080286899981729,1788684862.0550213,control,waiting_for_ekf,1,1,0.012823302000469994,4.085630416870117,4085.0,0,90.0,0.0537737599997854,4.085630416870117,1,1,0,1.0279931299359912,-0.3977418541908264,0.3284483551979065,0.03979942575097084,0.14229422807693481,0.04422757029533386,0.0410260409116745,218.70504760742188,71.20477294921875,88.65323638916016,-0.623052179813385,0.4194531738758087,-0.14312081038951874,0.018740304813212105,-0.0023760323519921938,-0.5169568577390433,-0.3977418541908264,0.3284483551979065,0.03979942575097084,-0.5169568577390433,0.0,0.0,0.0,0.0,0.0,0.0,0.035864553962653214,0.04742585837156363,-0.011812549705173658,0.0,0.0,0.0,0.018740304813212105,-0.0023760323519921938,-0.5169568577390433,0.0,0.0,0.0,0.0,0.0,0.0,zero,0.0,0.0,0.0,0.0,0.035864553962653214,0.04742585837156363,-0.011812549705173658,1.8299658373458387,-0.04649826109694401,0.5419325831401808,1,0.013994693756103516,0.00021431145432870835,0.00024584910715930164,-1.1138152331113815e-05,0.008523383177816868,0.009915098547935486,6.471356755355373e-05,0.0,0.0,0.0,0,0.05359015300018655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12080286899981729,4,radio://0/80/2M/E7E7E7E704,2.0943951023931953,waiting_for_ekf,,0.0,0.0,0.0,0,0.0,,0.5173691871164536,0,0,0.014245000000300934,stale_or_unready
0.12080286899981729,1788684862.0552006,control,waiting_for_ekf,1,1,0.013058843000180786,4.101466178894043,4101.0,0,90.0,0.026297503000023426,4.101466178894043,1,1,0,1.0240240481837952,-0.4870816767215729,-0.5128951072692871,0.033346470445394516,0.000445295125246048,-0.049836352467536926,0.039138663560152054,3.476768970489502,-89.36846923828125,62.72604751586914,-2.2689855098724365,-2.232410430908203,-0.10435978323221207,-0.00038971518274929807,-0.032784143874928943,0.4977055756976562,-0.4870816767215729,-0.5128951072692871,0.033346470445394516,0.4977055756976562,0.0,0.0,0.0,0.0,0.0,0.0,0.01594416257375169,-0.005863462570995569,0.004178937587404346,0.0,0.0,0.0,-0.00038971518274929807,-0.032784143874928943,0.4977055756976562,0.0,0.0,0.0,0.0,0.0,0.0,zero,0.0,0.0,0.0,0.0,0.01594416257375169,-0.005863462570995569,0.004178937587404346,-0.21038637392202952,-0.7245890203020213,0.5713157672357629,1,0.01417398452758789,-0.48713839054107666,-0.5121344923973083,0.032971445471048355,-0.002438996220007539,-0.0025121194776147604,-0.0008171279914677143,0.0,0.0,0.0,0,0.026205740000477817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12080286899981729,5,radio://0/80/2M/E7E7E7E705,4.1887902047863905,waiting_for_ekf,,0.0,0.0,0.0,0,0.0,,0.000849938334340387,1,0,0.014245000000300934,stale_or_unready
0.13513044299998,1788684862.0691147,control,waiting_for_ekf,1,1,0.00825932499992632,4.043401718139648,4043.0,0,90.0,0.10185413599992899,4.043401718139648,1,1,0,1.0387293404852194,0.4759674370288849,0.01675255596637726,0.046165332198143005,0.0279148630797863,0.05823911726474762,0.0005857305368408561,46.16602325439453,94.1377944946289,-2.860746145248413,0.12426160275936127,-0.7975152134895325,0.37512919306755066,-0.03932050215564578,-0.0193091451882662,3.1249645020559065,0.4759674370288849,0.01675255596637726,0.046165332198143005,3.1249645020559065,0.0,0.0,0.0,0.0,0.0,0.0,0.03046529991300959,0.042400691352895425,0.004705197364260999,0.0,0.0,0.0,-0.03932050215564578,-0.0193091451882662,3.1249645020559065,0.0,0.0,0.0,0.0,0.0,0.0,zero,0.0,0.0,0.0,0.0,0.03046529991300959,0.042400691352895425,0.004705197364260999,-0.050099227593670574,1.724137064687833,-0.31035492426718775,1,0.009511232376098633,0.0001525093539385125,-0.00018889916827902198,-1.8518039723858237e-05,0.007985502481460571,-0.009701828472316265,-0.0008176101837307215,0.0,0.0,0.0,0,0.10195921400008956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13513044299998,2,radio://0/80/2M/E7E7E7E702,0.0,waiting_for_ekf,,0.0,0.0,0.0,0,0.0,,0.4783511328754096,0,0,0.028572574000463646,stale_or_unready
0.13513044299998,1788684862.069339,control,waiting_for_ekf,1,1,0.008483866000460694,4.085630416870117,4085.0,0,90.0,0.06810133399994811,4.085630416870117,1,1,0,1.0279931299359912,-0.3977648913860321,0.3284926414489746,0.039786506444215775,0.11358736455440521,0.03585885092616081,0.03268174082040787,174.65496826171875,56.87371826171875,70.83275604248047,-0.4957955479621887,0.3283063769340515,-0.12135078012943268,0.018987850967704657,-0.003037883645119013,-0.517606091385766,-0.3977648913860321,0.3284926414489746,0.039786506444215775,-0.517606091385766,0.0,0.0,0.0,0.0,0.0,0.0,0.08742960395047526,0.04623156842725983,0.012236264714684406,0.0,0.0,0.0,0.018987850967704657,-0.003037883645119013,-0.517606091385766,0.0,0.0,0.0,0.0,0.0,0.0,zero,0.0,0.0,0.0,0.0,0.08742960395047526,0.04623156842725983,0.012236264714684406,2.775767745474312,-0.06428911650285803,1.2945575229599233,1,0.009735584259033203,0.00021431145432870835,0.00024584910715930164,-1.1138152331113815e-05,0.008523383177816868,0.009915098547935486,6.471356755355373e-05,0.0,0.0,0.0,0,0.06791772700034926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13513044299998,4,radio://0/80/2M/E7E7E7E704,2.0943951023931953,waiting_for_ekf,,0.0,0.0,0.0,0,0.0,,0.517414007436572,0,0,0.028572574000463646,stale_or_unready
0.13513044299998,1788684862.0695202,control,waiting_for_ekf,1,1,0.008846918000017467,4.101466178894043,4101.0,0,90.0,0.04062507700018614,4.101466178894043,1,1,0,1.0240240481837952,-0.4870607852935791,-0.5129126906394958,0.03333445265889168,0.0005811564042232931,-0.04005838558077812,0.031181545928120613,2.7828779220581055,-71.3895034790039,50.09517288208008,-1.8128079175949097,-1.7922468185424805,-0.08169199526309967,-0.00017412853629094073,-0.03337098409946816,0.4978726236538386,-0.4870607852935791,-0.5129126906394958,0.03333445265889168,0.4978726236538386,0.0,0.0,0.0,0.0,0.0,0.0,0.008772281919980026,-0.027145881079704504,0.021008784327982432,0.0,0.0,0.0,-0.00017412853629094073,-0.03337098409946816,0.4978726236538386,0.0,0.0,0.0,0.0,0.0,0.0,zero,0.0,0.0,0.0,0.0,0.008772281919980026,-0.027145881079704504,0.021008784327982432,-0.38606527091183057,-1.1456412988276232,0.9059575381931239,1,0.00991678237915039,-0.48713839054107666,-0.5121344923973083,0.032971445471048355,-0.002438996220007539,-0.0025121194776147604,-0.0008171279914677143,0.0,0.0,0.0,0,0.04053331400064053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13513044299998,5,radio://0/80/2M/E7E7E7E705,4.1887902047863905,waiting_for_ekf,,0.0,0.0,0.0,0,0.0,,0.0008622002650247735,1,0,0.028572574000463646,stale_or_unready
0.14937059499970928,1788684862.0833588,control,waiting_for_ekf,1,1,0.002766429000075732,4.043401718139648,4043.0,0,90.0,0.11609428799965826,4.043401718139648,1,1,0,1.0387293404852194,0.47597697377204895,0.016755471006035805,0.0461338609457016,0.017110580578446388,0.043409187346696854,-0.004913609474897385,23.28099822998047,49.466773986816406,-2.5394809246063232,-0.05416591838002205,-0.3884979784488678,0.22218522429466248,-0.03889543141273788,-0.02100373825740194,3.1253670012656736,0.47597697377204895,0.016755471006035805,0.0461338609457016,3.1253670012656736,0.0,0.0,0.0,0.0,0.0,0.0,0.027316414693555918,0.0873252998515818,-0.0045189701574465235,0.0,0.0,0.0,-0.03889543141273788,-0.02100373825740194,3.1253670012656736,0.0,0.0,0.0,0.0,0.0,0.0,zero,0.0,0.0,0.0,0.0,0.027316414693555918,0.0873252998515818,-0.0045189701574465235,-0.17067615587567422,0.8668640437351336,-0.2511683968519653,1,0.003835916519165039,0.0001525093539385125,-0.00018889916827902198,-1.8518039723858237e-05,0.007985502481460571,-0.009701828472316265,-0.0008176101837307215,0.0,0.0,0.0,0,0.11619936599981884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14937059499970928,2,radio://0/80/2M/E7E7E7E702,0.0,waiting_for_ekf,,0.0,0.0,0.0,0,0.0,,0.4783576849026262,0,0,0.042812726000192924,stale_or_unready
