control_time_s,ros_time_s,mode,flight_phase,state_valid,derivatives_valid,state_age_s,battery_voltage_v,battery_voltage_mv,battery_state,battery_level_percent,battery_age_s,preflight_voltage_v,preflight_voltage_sample_count,preflight_voltage_ready,preflight_voltage_failed,thrust_raw_scale,position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,acceleration_x,acceleration_y,acceleration_z,body_rate_x,body_rate_y,body_rate_z,roll_rad,pitch_rad,yaw_rad,target_x,target_y,target_z,target_yaw_rad,target_jerk_x,target_jerk_y,target_jerk_z,position_error_x,position_error_y,position_error_z,velocity_error_x,velocity_error_y,velocity_error_z,desired_force_x,desired_force_y,desired_force_z,desired_roll_rad,desired_pitch_rad,desired_yaw_rad,attitude_error_x,attitude_error_y,attitude_error_z,computed_rate_x,computed_rate_y,computed_rate_z,omega_c_method,command_rate_x,command_rate_y,command_rate_z,command_thrust_newton,filtered_velocity_x,filtered_velocity_y,filtered_velocity_z,filtered_acceleration_x,filtered_acceleration_y,filtered_acceleration_z,filter_derivatives_valid,mocap_sample_age_s,ekf_position_x,ekf_position_y,ekf_position_z,ekf_velocity_x,ekf_velocity_y,ekf_velocity_z,ekf_acceleration_x,ekf_acceleration_y,ekf_acceleration_z,ekf_state_valid,ekf_state_age_s,ekf_kinematics_weight_effective,control_velocity_x,control_velocity_y,control_velocity_z,mixed_acceleration_x,mixed_acceleration_y,mixed_acceleration_z,control_acceleration_x,control_acceleration_y,control_acceleration_z
0.013789603995974176,1788408657.2289248,control,waiting_for_state,0,0,inf,3.8586511611938477,3858.0,0,30.0,0.007691578997764736,nan,0,0,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,inf,,,,,,,,,,,,,,,,,,,,,
0.024890454995329492,1788408657.2412212,control,pre_takeoff_hold,1,1,0.00905801699263975,3.8586511611938477,3858.0,0,30.0,0.018792429997120053,3.8586511611938477,1,1,0,1.0884632542685049,0.03912825137376785,0.07206150144338608,0.04386425018310547,0.008172367699444294,0.01890159398317337,0.005531039088964462,2.8297178745269775,6.742417335510254,1.9397640228271484,-0.42489442229270935,-0.13687701523303986,0.022326910868287086,-0.033374598138161814,-0.009730257092132542,-0.0892271864578065,0.03912825137376785,0.07206150144338608,0.04386425018310547,-0.0892271864578065,0.0,0.0,0.0,0.0,0.0,0.0,0.008172367699444294,0.01890159398317337,0.005531039088964462,0.0,0.0,0.0,-0.033374598138161814,-0.009730257092132542,-0.0892271864578065,0.0,0.0,0.0,0.0,0.0,0.0,zero,0.0,0.0,0.0,0.0,0.008172367699444294,0.01890159398317337,0.005531039088964462,0.0,0.0,0.0,0,0.011797189712524414,0.03888731449842453,0.07194516062736511,0.04297522455453873,-0.008111901373257402,-0.004232884122836575,-0.001902513771697024,-0.00497188872401565,0.003242773304410737,4.505387330865895e-05,1,0.006933922995813191,0.0,0.008172367699444294,0.01890159398317337,0.005531039088964462,0.0,0.0,0.0,0.0,0.0,0.0
0.035954113001935184,1788408657.2499685,control,pre_takeoff_hold,1,1,0.0035507720021996647,3.8586511611938477,3858.0,0,30.0,0.029856088003725745,3.8586511611938477,1,1,0,1.0884632542685049,0.039113547652959824,0.0720071867108345,0.043853480368852615,0.005165810696780682,0.0012186849489808083,0.008307643234729767,1.5106804370880127,0.9863290786743164,2.2494091987609863,-0.34685659408569336,0.09022913128137589,0.060589104890823364,-0.03492985045235137,-0.0090165191223858,-0.08883483109436373,0.03912825137376785,0.07206150144338608,0.04386425018310547,-0.0892271864578065,0.0,0.0,0.0,-1.4703720808029175e-05,-5.431473255157471e-05,-1.0769814252853394e-05,-0.008193560029449619,-0.004172535600668337,-0.0019181143579459652,0.0,0.0,0.0,-0.03492985045235137,-0.0090165191223858,-0.08883483109436373,0.0,0.0,0.0,0.0,0.0,0.0,zero,0.0,0.0,0.0,0.0,0.007885964617629412,0.01828657876301064,0.005295449389475617,-0.16789608564114597,-0.36279955500925637,-0.13704968779966292,1,0.003892183303833008,0.03885765001177788,0.07193415611982346,0.0429670624434948,-0.008193560029449619,-0.004172535600668337,-0.0019181143579459652,-0.00816586561922042,0.00603485221682289,-0.0015600586248938825,1,0.006876341998577118,1.0,-0.008193560029449619,-0.004172535600668337,-0.0019181143579459652,-0.00816586561922042,0.00603485221682289,-0.0015600586248938825,-0.00816586561922042,0.00603485221682289,-0.0015600586248938825
0.04710373999841977,1788408657.2611136,control,pre_takeoff_hold,1,1,0.007010542001808062,3.8586511611938477,3858.0,0,30.0,0.04100571500021033,3.8586511611938477,1,1,0,1.0884632542685049,0.03912860527634621,0.07204824686050415,0.0439152792096138,0.004522962961345911,0.0020392844453454018,0.00824802741408348,1.1918808221817017,0.8103343844413757,1.797982096672058,-0.26104214787483215,0.05194398760795593,0.05063008517026901,-0.03429654061372514,-0.009793965330211759,-0.08872457254868116,0.03912825137376785,0.07206150144338608,0.04386425018310547,-0.0892271864578065,0.0,0.0,0.0,3.5390257835388184e-07,-1.325458288192749e-05,5.10290265083313e-05,-0.008307466240517623,-0.00410478843591245,-0.001947340171608758,0.0,0.0,0.0,-0.03429654061372514,-0.009793965330211759,-0.08872457254868116,0.0,0.0,0.0,0.0,0.0,0.0,zero,0.0,0.0,0.0,0.0,0.007560203858945039,0.016859539217500455,0.005402276416832159,-0.042211364366922036,-0.18491265327602166,0.013842411818395774,1,0.007319927215576172,0.03884169086813927,0.07192941009998322,0.04296382516622543,-0.008307466240517623,-0.00410478843591245,-0.001947340171608758,-0.011390621106798598,0.006774716475587624,-0.0029225813662788085,1,0.0065422500047134236,1.0,-0.008307466240517623,-0.00410478843591245,-0.001947340171608758,-0.011390621106798598,0.006774716475587624,-0.0029225813662788085,-0.011390621106798598,0.006774716475587624,-0.0029225813662788085
0.05822619299578946,1788408657.272295,control,pre_takeoff_hold,1,1,0.018132994999177754,3.8586511611938477,3858.0,0,30.0,0.05212816799758002,3.8586511611938477,1,1,0,1.0884632542685049,0.03912860527634621,0.07204824686050415,0.0439152792096138,0.004522962961345911,0.0020392844453454018,0.00824802741408348,1.1918808221817017,0.8103343844413757,1.797982096672058,-0.26104214787483215,0.05194398760795593,0.05063008517026901,-0.03429654061372514,-0.009793965330211759,-0.08872457254868116,0.03912825137376785,0.07206150144338608,0.04386425018310547,-0.0892271864578065,0.0,0.0,0.0,3.5390257835388184e-07,-1.325458288192749e-05,5.10290265083313e-05,-0.008452280336595633,-0.004052777642157909,-0.0019881543884945115,0.0,0.0,0.0,-0.03429654061372514,-0.009793965330211759,-0.08872457254868116,0.0,0.0,0.0,0.0,0.0,0.0,zero,0.0,0.0,0.0,0.0,0.007560203858945039,0.016859539217500455,0.005402276416832159,-0.042211364366922036,-0.18491265327602166,0.013842411818395774,1,0.01850128173828125,0.03875220939517021,0.07188882678747177,0.042941901832818985,-0.008452280336595633,-0.004052777642157909,-0.0019881543884945115,-0.0144814096078039,0.005201079375455151,-0.004081421688576174,1,0.00608694099355489,1.0,-0.008452280336595633,-0.004052777642157909,-0.0019881543884945115,-0.0144814096078039,0.005201079375455151,-0.004081421688576174,-0.0144814096078039,0.005201079375455151,-0.004081421688576174
0.06929455300269183,1788408657.2833142,control,pre_takeoff_hold,1,1,0.004931479008519091,3.8586511611938477,3858.0,0,30.0,0.06319652800448239,3.8586511611938477,1,1,0,1.0884632542685049,0.03913620114326477,0.07204385101795197,0.04386916384100914,0.004261248279362917,0.006068189162760973,0.006371201016008854,0.8259528279304504,1.0054733753204346,1.1674044132232666,-0.10501687228679657,0.0016797930002212524,0.03883587196469307,-0.03408980571631702,-0.009696569630379119,-0.08884909189467365,0.03912825137376785,0.07206150144338608,0.04386425018310547,-0.0892271864578065,0.0,0.0,0.0,7.949769496917725e-06,-1.765042543411255e-05,4.913657903671265e-06,-0.008601101809106528,-0.004024799566628256,-0.002054256698532147,0.0,0.0,0.0,-0.03408980571631702,-0.009696569630379119,-0.08884909189467365,0.0,0.0,0.0,0.0,0.0,0.0,zero,0.0,0.0,0.0,0.0,0.00412327405303267,0.00014808862939547952,0.007873074728675104,-0.8087212342007641,-3.926125536992548,0.5788592591166343,1,0.00529026985168457,0.03885354474186897,0.07193610817193985,0.042963866144418716,-0.008601101809106528,-0.004024799566628256,-0.002054256698532147,-0.01488214725108721,0.0027978075529648157,-0.006610231003762517,1,0.006099329999415204,1.0,-0.008601101809106528,-0.004024799566628256,-0.002054256698532147,-0.01488214725108721,0.0027978075529648157,-0.006610231003762517,-0.01488214725108721,0.0027978075529648157,-0.006610231003762517
0.08043637700029649,1788408657.2944484,control,pre_takeoff_hold,1,1,0.0018487259949324653,3.8586511611938477,3858.0,0,30.0,0.07433835200208705,3.8586511611938477,1,1,0,1.0884632542685049,0.039113350212574005,0.07204867154359818,0.043837957084178925,0.00308546656742692,0.004922802560031414,0.004655123688280582,0.6441150903701782,0.7881618738174438,0.9096266627311707,-0.08646804839372635,0.0211036317050457,0.02651192434132099,-0.03425984294428132,-0.008312756703767986,-0.08921844021097004,0.03912825137376785,0.07206150144338608,0.04386425018310547,-0.0892271864578065,0.0,0.0,0.0,-1.4901161193847656e-05,-1.2829899787902832e-05,-2.629309892654419e-05,-0.008730942117492074,-0.004020337317842758,-0.0021604774465015966,0.0,0.0,0.0,-0.03425984294428132,-0.008312756703767986,-0.08921844021097004,0.0,0.0,0.0,0.0,0.0,0.0,zero,0.0,0.0,0.0,0.0,0.0033608861036695937,-0.001962469402527353,0.007823111697459424,-0.053969397899837096,-0.1494062784055032,-0.0035368800283552596,1,0.002298116683959961,0.038763973861932755,0.07189463824033737,0.04293699190020561,-0.008730942117492074,-0.004020337317842758,-0.0021604774465015966,-0.012984030838557122,0.00044622487854993826,-0.010622074796947071,1,0.005549948997213505,1.0,-0.008730942117492074,-0.004020337317842758,-0.0021604774465015966,-0.012984030838557122,0.00044622487854993826,-0.010622074796947071,-0.012984030838557122,0.00044622487854993826,-0.010622074796947071
0.09154725000553299,1788408657.3055608,control,pre_takeoff_hold,1,1,0.002219228001195006,3.8586511611938477,3858.0,0,30.0,0.08544922500732355,3.8586511611938477,1,1,0,1.0884632542685049,0.03915570303797722,0.07208012044429779,0.043845031410455704,0.0032552480697631836,0.004522532224655151,0.003855532966554165,0.5184465050697327,0.6230928897857666,0.7128457427024841,-0.07807396352291107,-0.0057691000401973724,0.017263470217585564,-0.03473733569765652,-0.009538580796193264,-0.08938866615850331,0.03912825137376785,0.07206150144338608,0.04386425018310547,-0.0892271864578065,0.0,0.0,0.0,2.7451664209365845e-05,1.8619000911712646e-05,-1.9218772649765015e-05,-0.008834916782165572,-0.004047232220072434,-0.0023120793631951873,0.0,0.0,0.0,-0.03473733569765652,-0.009538580796193264,-0.08938866615850331,0.0,0.0,0.0,0.0,0.0,0.0,zero,0.0,0.0,0.0,0.0,0.0029804289380840187,-0.0018670797698308438,0.007308482184412294,-0.035338670640540346,0.008860242669357334,-0.047801236271849346,1,0.0026445388793945312,0.038799554109573364,0.0719093307852745,0.042942482978105545,-0.008834916782165572,-0.004047232220072434,-0.0023120793631951873,-0.010397466467348201,-0.0026894902229671713,-0.015160191669356704,1,0.004969572997651994,1.0,-0.008834916782165572,-0.004047232220072434,-0.0023120793631951873,-0.010397466467348201,-0.0026894902229671713,-0.015160191669356704,-0.010397466467348201,-0.0026894902229671713,-0.015160191669356704
0.10267769200436305,1788408657.3167186,control,pre_takeoff_hold,1,1,0.009413589010364376,3.8586511611938477,3858.0,0,30.0,0.09657966700615361,3.8586511611938477,1,1,0,1.0884632542685049,0.03914804011583328,0.07206090539693832,0.04385969042778015,0.0022229845635592937,0.002662118524312973,0.0038136811926960945,0.3634043335914612,0.4059227406978607,0.568194568157196,-0.09213566780090332,0.01284717209637165,-0.015536211431026459,-0.035328231587704435,-0.009208439229929205,-0.08999053569761034,0.03912825137376785,0.07206150144338608,0.04386425018310547,-0.0892271864578065,0.0,0.0,0.0,1.9788742065429688e-05,-5.960464477539062e-07,-4.559755325317383e-06,-0.008905938235351438,-0.004086066939874193,-0.002475900791801847,0.0,0.0,0.0,-0.035328231587704435,-0.009208439229929205,-0.08999053569761034,0.0,0.0,0.0,0.0,0.0,0.0,zero,0.0,0.0,0.0,0.0,0.0026834316473422853,-0.0016257096486248005,0.006817199680172556,-0.07387598888312273,0.06003912138862486,-0.12220307037497048,1,0.009782075881958008,0.03881393000483513,0.07191596925258636,0.042944908142089844,-0.008905938235351438,-0.004086066939874193,-0.002475900791801847,-0.007102145318588067,-0.0038834719801767335,-0.016382142860669205,1,0.004749804007587954,1.0,-0.008905938235351438,-0.004086066939874193,-0.002475900791801847,-0.007102145318588067,-0.0038834719801767335,-0.016382142860669205,-0.007102145318588067,-0.0038834719801767335,-0.016382142860669205
0.11377609100600239,1788408657.3277786,control,pre_takeoff_hold,1,1,0.0025579130015103146,3.8586511611938477,3858.0,0,30.0,0.10767806600779295,3.8586511611938477,1,1,0,1.0884632542685049,0.039135850965976715,0.07204151153564453,0.04389820992946625,-0.004083683248609304,0.002655374351888895,0.0035779946483671665,-0.402050256729126,0.3419767916202545,0.3745311200618744,-0.05750472471117973,-0.008807466365396976,0.03570011258125305,-0.034933034130800934,-0.00987536143973527,-0.08904429164814054,0.03912825137376785,0.07206150144338608,0.04386425018310547,-0.0892271864578065,0.0,0.0,0.0,7.599592208862305e-06,-1.998990774154663e-05,3.395974636077881e-05,-0.008955340539740182,-0.00412231788586016,-0.002626866268426421,0.0,0.0,0.0,-0.034933034130800934,-0.00987536143973527,-0.08904429164814054,0.0,0.0,0.0,0.0,0.0,0.0,zero,0.0,0.0,0.0,0.0,0.0023635867771041627,0.0013110721822108152,0.0045757122096215614,-0.07708195956681023,0.6798625687810491,-0.5195791736513833,1,0.0028765201568603516,0.03872331231832504,0.0718734934926033,0.04291502386331558,-0.008955340539740182,-0.00412231788586016,-0.002626866268426421,-0.004940230438873613,-0.00362509459859608,-0.015096547662455072,1,0.004609458002960309,1.0,-0.008955340539740182,-0.00412231788586016,-0.002626866268426421,-0.004940230438873613,-0.00362509459859608,-0.015096547662455072,-0.004940230438873613,-0.00362509459859608,-0.015096547662455072
